inventory_id,product_id,warehouse,record_date,quantity_on_hand,min_stock_level,max_stock_level,reorder_point,unit_cost,total_value,last_count_date,storage_location,status
187,68,Склад сировини,2024-01-29,10,13,39,19.5,2998.17,29981.7,2024-01-06,Ряд 14-Стелаж 19-Позиція 5,Низький запас
188,65,Склад матеріалів,2023-09-17,78,30,90,45.0,2305.35,179817.3,2023-09-07,Ряд 13-Стелаж 41-Позиція 6,Критичний запас
189,37,Головний склад,2024-02-06,92,45,135,67.5,4084.62,375785.04,2024-01-30,Ряд 4-Стелаж 28-Позиція 9,Критичний запас
190,94,Склад сировини,2023-01-17,99,37,111,55.5,1493.89,147895.11000000002,2022-12-21,Ряд 8-Стелаж 39-Позиція 9,Надлишок
191,41,Головний склад,2024-12-14,27,25,75,37.5,3419.58,92328.66,2024-11-29,Ряд 20-Стелаж 11-Позиція 2,Критичний запас
192,25,Склад сировини,2024-06-09,2,44,132,66.0,1259.32,2518.64,2024-05-20,Ряд 11-Стелаж 28-Позиція 6,Надлишок
193,26,Склад готової продукції,2024-01-05,26,13,39,19.5,4725.53,122863.78,2023-12-20,Ряд 2-Стелаж 46-Позиція 3,Надлишок
194,33,Головний склад,2023-01-28,109,47,141,70.5,190.63,20778.67,2023-01-19,Ряд 16-Стелаж 3-Позиція 5,В наявності
195,31,Головний склад,2023-12-06,26,44,132,66.0,1386.6,36051.6,2023-11-10,Ряд 9-Стелаж 40-Позиція 5,Надлишок
196,70,Склад сировини,2024-06-26,57,29,87,43.5,4036.46,230078.22,2024-06-11,Ряд 17-Стелаж 28-Позиція 8,Низький запас
197,70,Склад матеріалів,2023-03-20,38,24,72,36.0,4036.46,153385.48,2023-03-03,Ряд 15-Стелаж 42-Позиція 2,Надлишок
198,100,Склад готової продукції,2023-07-22,33,15,45,22.5,4430.21,146196.93,2023-07-19,Ряд 3-Стелаж 22-Позиція 10,Надлишок
199,16,Склад матеріалів,2024-12-18,82,40,120,60.0,4994.83,409576.06,2024-12-16,Ряд 2-Стелаж 43-Позиція 2,В наявності
200,70,Головний склад,2024-10-20,34,50,150,75.0,4036.46,137239.64,2024-09-26,Ряд 19-Стелаж 45-Позиція 3,Низький запас
201,18,Склад сировини,2024-09-22,7,26,78,39.0,3845.22,26916.539999999997,2024-09-20,Ряд 12-Стелаж 44-Позиція 9,Критичний запас
202,6,Головний склад,2023-01-27,102,40,120,60.0,1430.04,145864.08,2023-01-15,Ряд 15-Стелаж 14-Позиція 6,В наявності
203,95,Склад матеріалів,2024-10-20,1,20,60,30.0,1460.5,1460.5,2024-10-08,Ряд 6-Стелаж 5-Позиція 5,Низький запас
204,91,Склад матеріалів,2023-09-27,42,14,42,21.0,4371.24,183592.08,2023-09-14,Ряд 5-Стелаж 15-Позиція 1,Надлишок
205,18,Склад матеріалів,2023-10-08,41,21,63,31.5,3845.22,157654.02,2023-09-16,Ряд 15-Стелаж 36-Позиція 7,В наявності
206,75,Склад сировини,2024-05-03,63,50,150,75.0,1633.98,102940.74,2024-04-29,Ряд 7-Стелаж 47-Позиція 7,Надлишок
207,20,Головний склад,2024-08-25,15,28,84,42.0,1230.1,18451.5,2024-08-09,Ряд 19-Стелаж 5-Позиція 10,Низький запас
208,81,Склад матеріалів,2023-07-07,57,20,60,30.0,2918.14,166333.97999999998,2023-06-28,Ряд 14-Стелаж 37-Позиція 2,Низький запас
209,32,Головний склад,2024-10-03,4,12,36,18.0,2047.87,8191.48,2024-09-25,Ряд 2-Стелаж 22-Позиція 10,В наявності
210,92,Головний склад,2024-08-22,1,16,48,24.0,1053.48,1053.48,2024-07-29,Ряд 2-Стелаж 19-Позиція 9,Критичний запас
211,42,Склад готової продукції,2023-06-20,23,14,42,21.0,3167.49,72852.26999999999,2023-06-18,Ряд 14-Стелаж 45-Позиція 5,Надлишок
212,97,Склад готової продукції,2023-09-29,21,46,138,69.0,3207.59,67359.39,2023-09-10,Ряд 18-Стелаж 21-Позиція 3,Критичний запас
213,82,Головний склад,2024-08-17,15,22,66,33.0,2390.64,35859.6,2024-07-28,Ряд 19-Стелаж 6-Позиція 2,Низький запас
214,49,Головний склад,2024-01-16,98,43,129,64.5,3084.02,302233.96,2024-01-13,Ряд 10-Стелаж 36-Позиція 2,Критичний запас
215,94,Головний склад,2023-10-10,78,38,114,57.0,1493.89,116523.42000000001,2023-09-10,Ряд 18-Стелаж 5-Позиція 9,Низький запас
216,71,Головний склад,2024-10-16,20,11,33,16.5,2516.25,50325.0,2024-10-06,Ряд 20-Стелаж 29-Позиція 10,В наявності
217,3,Склад готової продукції,2024-10-04,59,22,66,33.0,3019.34,178141.06,2024-09-09,Ряд 3-Стелаж 19-Позиція 8,Низький запас
218,32,Склад сировини,2023-03-24,15,21,63,31.5,2047.87,30718.05,2023-03-02,Ряд 9-Стелаж 21-Позиція 7,Надлишок
219,66,Склад готової продукції,2023-02-07,74,31,93,46.5,959.17,70978.58,2023-01-19,Ряд 15-Стелаж 17-Позиція 8,Низький запас
220,32,Головний склад,2023-05-02,77,44,132,66.0,2047.87,157685.99,2023-04-06,Ряд 12-Стелаж 29-Позиція 1,Низький запас
221,34,Склад готової продукції,2023-01-18,16,30,90,45.0,1552.35,24837.6,2023-01-03,Ряд 12-Стелаж 23-Позиція 7,Критичний запас
222,54,Склад сировини,2024-04-05,112,46,138,69.0,1954.61,218916.31999999998,2024-03-12,Ряд 20-Стелаж 43-Позиція 7,Критичний запас
223,58,Склад матеріалів,2024-04-09,43,26,78,39.0,3628.33,156018.19,2024-03-25,Ряд 11-Стелаж 28-Позиція 8,Низький запас
224,91,Склад матеріалів,2023-04-03,29,48,144,72.0,4371.24,126765.95999999999,2023-03-13,Ряд 1-Стелаж 34-Позиція 1,В наявності
225,76,Склад матеріалів,2023-05-16,66,30,90,45.0,3684.6,243183.6,2023-04-22,Ряд 1-Стелаж 30-Позиція 3,Надлишок
226,71,Склад матеріалів,2023-04-23,59,36,108,54.0,2516.25,148458.75,2023-04-13,Ряд 18-Стелаж 17-Позиція 3,Критичний запас
227,42,Склад матеріалів,2023-09-08,90,35,105,52.5,3167.49,285074.1,2023-08-26,Ряд 15-Стелаж 30-Позиція 9,Надлишок
228,16,Головний склад,2023-05-11,36,15,45,22.5,4994.83,179813.88,2023-04-20,Ряд 19-Стелаж 49-Позиція 5,Надлишок
229,13,Склад готової продукції,2023-11-23,6,18,54,27.0,3170.51,19023.06,2023-10-29,Ряд 6-Стелаж 16-Позиція 2,Критичний запас
230,36,Склад готової продукції,2024-11-11,63,22,66,33.0,1105.87,69669.81,2024-11-09,Ряд 4-Стелаж 5-Позиція 3,Критичний запас
231,97,Склад готової продукції,2024-08-30,15,32,96,48.0,3207.59,48113.850000000006,2024-08-12,Ряд 18-Стелаж 4-Позиція 7,Надлишок
232,79,Склад матеріалів,2024-05-25,73,43,129,64.5,4072.9,297321.7,2024-05-01,Ряд 19-Стелаж 45-Позиція 2,Критичний запас
233,40,Склад матеріалів,2024-12-08,19,13,39,19.5,846.69,16087.11,2024-12-01,Ряд 15-Стелаж 10-Позиція 7,Надлишок
234,52,Склад сировини,2023-09-01,4,12,36,18.0,442.56,1770.24,2023-08-31,Ряд 12-Стелаж 24-Позиція 6,В наявності
235,51,Склад сировини,2023-11-26,46,19,57,28.5,473.95,21801.7,2023-11-09,Ряд 17-Стелаж 14-Позиція 3,Критичний запас
236,65,Головний склад,2024-02-05,2,13,39,19.5,2305.35,4610.7,2024-02-04,Ряд 3-Стелаж 4-Позиція 4,В наявності
237,94,Головний склад,2023-01-23,90,33,99,49.5,1493.89,134450.1,2022-12-30,Ряд 7-Стелаж 50-Позиція 5,Критичний запас
238,96,Головний склад,2023-05-17,26,46,138,69.0,2924.35,76033.09999999999,2023-04-22,Ряд 19-Стелаж 15-Позиція 6,В наявності
239,66,Головний склад,2023-06-08,18,47,141,70.5,959.17,17265.059999999998,2023-06-06,Ряд 19-Стелаж 29-Позиція 4,Критичний запас
240,13,Головний склад,2023-06-15,27,38,114,57.0,3170.51,85603.77,2023-05-21,Ряд 3-Стелаж 20-Позиція 1,В наявності
241,99,Склад готової продукції,2024-05-02,15,10,30,15.0,3611.05,54165.75,2024-04-16,Ряд 17-Стелаж 5-Позиція 6,В наявності
242,58,Головний склад,2024-01-11,95,40,120,60.0,3628.33,344691.35,2023-12-24,Ряд 15-Стелаж 5-Позиція 6,Низький запас
243,58,Склад сировини,2023-09-12,43,22,66,33.0,3628.33,156018.19,2023-08-13,Ряд 6-Стелаж 12-Позиція 7,Надлишок
244,42,Головний склад,2024-11-10,1,36,108,54.0,3167.49,3167.49,2024-10-17,Ряд 9-Стелаж 3-Позиція 7,Надлишок
245,29,Склад сировини,2023-11-01,76,27,81,40.5,1906.69,144908.44,2023-10-24,Ряд 8-Стелаж 15-Позиція 1,В наявності
246,86,Головний склад,2024-04-11,10,44,132,66.0,4275.99,42759.899999999994,2024-03-15,Ряд 10-Стелаж 30-Позиція 10,Надлишок
247,16,Склад готової продукції,2024-09-28,25,18,54,27.0,4994.83,124870.75,2024-09-09,Ряд 9-Стелаж 29-Позиція 2,Низький запас
248,40,Склад сировини,2024-10-25,44,18,54,27.0,846.69,37254.36,2024-10-22,Ряд 10-Стелаж 34-Позиція 1,Низький запас
249,30,Головний склад,2024-07-26,30,15,45,22.5,3863.73,115911.9,2024-07-24,Ряд 16-Стелаж 30-Позиція 1,Критичний запас
250,40,Головний склад,2023-02-02,31,11,33,16.5,846.69,26247.390000000003,2023-01-09,Ряд 4-Стелаж 11-Позиція 8,Критичний запас
251,8,Головний склад,2024-03-03,15,25,75,37.5,4806.79,72101.85,2024-02-15,Ряд 16-Стелаж 17-Позиція 7,В наявності
252,95,Склад сировини,2023-07-22,42,40,120,60.0,1460.5,61341.0,2023-07-08,Ряд 16-Стелаж 12-Позиція 6,Низький запас
253,99,Головний склад,2024-03-01,71,42,126,63.0,3611.05,256384.55000000002,2024-02-26,Ряд 13-Стелаж 27-Позиція 7,В наявності
254,40,Склад матеріалів,2023-08-01,47,26,78,39.0,846.69,39794.43,2023-07-11,Ряд 15-Стелаж 14-Позиція 2,Низький запас
255,49,Склад сировини,2023-01-08,27,14,42,21.0,3084.02,83268.54,2022-12-19,Ряд 3-Стелаж 19-Позиція 1,Критичний запас
256,100,Склад матеріалів,2023-06-30,19,25,75,37.5,4430.21,84173.99,2023-06-29,Ряд 12-Стелаж 25-Позиція 5,Низький запас
257,76,Головний склад,2023-04-15,26,49,147,73.5,3684.6,95799.59999999999,2023-03-19,Ряд 7-Стелаж 3-Позиція 5,Надлишок
258,16,Склад сировини,2023-02-21,4,12,36,18.0,4994.83,19979.32,2023-02-19,Ряд 12-Стелаж 29-Позиція 8,Низький запас
259,62,Склад сировини,2023-09-14,43,19,57,28.5,110.06,4732.58,2023-08-19,Ряд 17-Стелаж 1-Позиція 5,Низький запас
260,15,Головний склад,2023-06-03,89,45,135,67.5,3577.33,318382.37,2023-05-24,Ряд 10-Стелаж 2-Позиція 10,Низький запас
261,29,Склад матеріалів,2023-05-12,39,50,150,75.0,1906.69,74360.91,2023-04-23,Ряд 3-Стелаж 17-Позиція 5,В наявності
262,97,Склад матеріалів,2023-12-04,33,45,135,67.5,3207.59,105850.47,2023-11-29,Ряд 15-Стелаж 29-Позиція 10,В наявності
263,56,Склад матеріалів,2023-11-23,41,37,111,55.5,4906.12,201150.91999999998,2023-10-29,Ряд 12-Стелаж 31-Позиція 8,Низький запас
264,62,Склад матеріалів,2023-05-06,133,50,150,75.0,110.06,14637.98,2023-04-09,Ряд 20-Стелаж 39-Позиція 7,Надлишок
265,54,Склад матеріалів,2024-07-16,51,25,75,37.5,1954.61,99685.11,2024-07-15,Ряд 18-Стелаж 27-Позиція 7,Надлишок
266,92,Склад матеріалів,2023-07-21,53,33,99,49.5,1053.48,55834.44,2023-06-24,Ряд 4-Стелаж 35-Позиція 8,Надлишок
267,80,Склад матеріалів,2024-11-22,42,14,42,21.0,2814.48,118208.16,2024-11-06,Ряд 5-Стелаж 45-Позиція 2,Надлишок
268,6,Склад готової продукції,2023-04-29,1,40,120,60.0,1430.04,1430.04,2023-04-02,Ряд 10-Стелаж 35-Позиція 5,В наявності
269,95,Склад готової продукції,2024-03-23,11,19,57,28.5,1460.5,16065.5,2024-03-18,Ряд 9-Стелаж 28-Позиція 7,Низький запас
270,94,Склад матеріалів,2024-06-12,49,27,81,40.5,1493.89,73200.61,2024-05-20,Ряд 15-Стелаж 1-Позиція 1,Надлишок
271,79,Склад готової продукції,2023-01-02,47,17,51,25.5,4072.9,191426.30000000002,2022-12-29,Ряд 18-Стелаж 25-Позиція 3,В наявності
272,59,Склад готової продукції,2024-09-25,39,21,63,31.5,3862.29,150629.31,2024-09-22,Ряд 11-Стелаж 13-Позиція 9,В наявності
273,16,Склад сировини,2023-03-28,1,14,42,21.0,4994.83,4994.83,2023-03-01,Ряд 9-Стелаж 37-Позиція 1,Надлишок
274,62,Склад матеріалів,2024-11-28,142,50,150,75.0,110.06,15628.52,2024-11-25,Ряд 11-Стелаж 39-Позиція 1,Надлишок
275,41,Склад сировини,2024-04-30,40,24,72,36.0,3419.58,136783.2,2024-04-25,Ряд 6-Стелаж 27-Позиція 7,В наявності
276,25,Склад сировини,2024-05-17,45,17,51,25.5,1259.32,56669.399999999994,2024-05-16,Ряд 2-Стелаж 13-Позиція 7,В наявності
277,94,Склад сировини,2024-12-04,53,21,63,31.5,1493.89,79176.17,2024-11-30,Ряд 6-Стелаж 4-Позиція 2,Критичний запас
